incident_id,entity_name,State,third_party_involved,individuals_affected,breach_date,breach_type,breach_location,date_reported,incident_summary,breach_start,breach_end,year,incident_status,incident_duration_days,critical_incident,severity,event_date
755,Lucile Packard Children's Hospital,CA,Unknown,12900,2013-05-08,Theft,Laptop,2014-01-23,Not provided,2013-05-08,,2013,Open,,0,Medium,2014-01-23
756,Fayetteville VAMC,NC,Unknown,1093,2013-04-17,Improper Disposal,Paper,2014-01-23,Not provided,2013-04-17,,2013,Open,,0,Medium,2014-01-23
757,Lincoln County Health and Human Services/Lincoln Community Health Center,OR,Unknown,959,2013-04-17,Unauthorized Access/Disclosure,Paper,2014-01-23,Not provided,2013-04-17,,2013,Open,,0,Medium,2014-01-23
758,Union Security Insurance Company,MO,Unknown,1127,2013-05-17,Improper Disposal,E-mail,2014-01-23,Not provided,2013-05-17,,2013,Open,,0,Medium,2014-01-23
759,"Gulf Breeze Family Eyecare, Inc",FL,Unknown,9626,2014-01-23,"Theft, Unauthorized Access/Disclosure","Desktop Computer, Network Server, E-mail, Electronic Medical Record, Paper",2014-01-23,Not provided,2013-03-08,2013-05-09,2013,Closed,62.0,0,Medium,2014-01-23
760,Jacksonville Spine Center,FL,Unknown,5200,2013-04-25,Unauthorized Access/Disclosure,Paper,2014-01-23,Not provided,2013-04-25,,2013,Open,,0,Medium,2014-01-23
761,Iowa Department of Human Services,IA,Unknown,7335,2013-04-30,"Loss, Unknown",Other,2014-01-23,Not provided,2013-04-30,,2013,Open,,0,Medium,2014-01-23
762,James A. Fosnaugh,NE,Unknown,2125,2014-01-23,Loss,Other Portable Electronic Device,2014-01-23,Not provided,2013-05-01,2013-05-03,2013,Closed,2.0,0,Medium,2014-01-23
763,Lone Star Circle of Care,TX,Unknown,1955,2014-01-23,Theft,Laptop,2014-01-23,Not provided,2013-05-01,2013-05-02,2013,Closed,1.0,0,Medium,2014-01-23
764,Aflac,GA,Alberto Gerardo Vazquez Rivera,679,2013-05-09,Theft,Laptop,2014-01-23,Not provided,2013-05-09,,2013,Open,,0,Medium,2014-01-23
765,Indiana Family & Social Services Administration,IN,RCR Technology Corporation,187533,2014-01-23,Other,Paper,2014-01-23,Not provided,2013-04-06,2013-05-21,2013,Closed,45.0,1,High,2014-01-23
766,Northrop Grumman Retiree Health Plan,VA,CVS Caremark,4305,2013-05-20,Theft,Paper,2014-06-24,"Business associate (BA) employees erroneously sent 4,305 health plan members' protected health information (PHI) to other plan members.  The PHI involved in the breach included names and prescribed medication(s).  The covered entity, Northrop Grumman Retiree Health Plan, provided breach notification to HHS, and the BA, CVS Caremark, provided breach notification to affected individuals and the media.  Following the breach, the BA revised its quality control policies for targeted mailings and retrained employees involved in the breach to prevent similar incidents in the future.  OCR obtained assurances that the BA implemented the breach notification and policy revisions listed above.",2013-05-20,,2013,Open,,0,Medium,2014-06-24
767,"Health Net, Inc.",CA,Unknown,8331,2014-01-23,Other,Paper,2014-01-23,Not provided,2013-04-01,2013-05-31,2013,Closed,60.0,0,Medium,2014-01-23
768,"South Florida Neurology Associates, P.A.",FL,Unknown,900,2014-01-23,Theft,Laptop,2014-01-23,Not provided,2013-05-25,2013-05-30,2013,Closed,5.0,0,Medium,2014-01-23
769,Samaritan Regional Health System,OH,Unknown,2203,2013-05-29,Other,Paper,2014-01-23,Not provided,2013-05-29,,2013,Open,,0,Medium,2014-01-23
770,MED-EL Coproration,NC,Unknown,609,2013-06-25,Other,E-mail,2014-01-23,Not provided,2013-06-25,,2013,Open,,0,Medium,2014-01-23
771,Sutter Health East Bay Region (Alta Bates Summit Medical Center; Sutter Delta Medical Center; Eden Medical Center),CA,Nelson Family of Companies,4479,2011-03-01,Unauthorized Access/Disclosure,E-mail,2014-01-23,Not provided,2011-03-01,,2011,Open,,0,Medium,2014-01-23
772,Illinois Department of Healthcare and Familiy Services,IL,Family Health Network,3133,2013-05-08,Other,Paper,2014-01-23,Not provided,2013-05-08,,2013,Open,,0,Medium,2014-01-23
773,Delta Dental of Pennsylvania,PA,ZDI,4718,2013-05-13,Loss,Paper,2014-01-23,Not provided,2013-05-13,,2013,Open,,0,Medium,2014-01-23
774,"Medtronic, Inc.",MN,Unknown,2764,2014-01-23,Loss,Paper,2014-01-23,Not provided,2013-03-28,2013-03-29,2013,Closed,1.0,0,Medium,2014-01-23
775,Texas Health Harris Methodist Hospital Fort Worth,TX,Shred-it International Inc.,277014,2013-05-11,Improper Disposal,Other,2014-01-23,Not provided,2013-05-11,,2013,Open,,1,High,2014-01-23
776,Long Beach Memorial Medical Center,CA,Unknown,2864,2014-01-23,Unauthorized Access/Disclosure,Electronic Medical Record,2014-01-23,Not provided,2012-09-01,2013-07-01,2012,Closed,303.0,0,Medium,2014-01-23
777,Hansen & Associates,WY,Unknown,2700,2014-06-10,Theft,Desktop Computer,2014-06-10,Not provided,2013-05-21,2013-05-29,2013,Closed,8.0,0,Medium,2014-06-10
778,Sheet Metal Local 36 Welfare Fund,MO,People Resource Corporation,4560,2014-01-23,Unauthorized Access/Disclosure,Other,2014-01-23,Not provided,2012-08-01,2013-07-08,2012,Closed,341.0,0,Medium,2014-01-23
779,Harris County,TX,Unknown,21000,2014-01-23,Unauthorized Access/Disclosure,Desktop Computer,2014-01-23,Not provided,2005-08-15,2007-06-14,2005,Closed,668.0,0,Medium,2014-01-23
780,"San Jose Medical Supply Co., Inc.",CA,Jesle Kuizon,800,2014-01-23,"Theft, Unauthorized Access/Disclosure, Hacking/IT Incident","Desktop Computer, Network Server",2014-01-23,Not provided,2011-10-01,,2011,Open,,0,Medium,2014-01-23
781,"GEO Care, LLC",FL,Unknown,710,2013-04-16,Unauthorized Access/Disclosure,Desktop Computer,2014-01-23,Not provided,2013-04-16,,2013,Open,,0,Medium,2014-01-23
782,The Brookdale Hospital and Medical Center,NY,Unknown,2700,2013-05-24,Loss,Other Portable Electronic Device,2014-01-23,Not provided,2013-05-24,,2013,Open,,0,Medium,2014-01-23
783,Louisiana State University Health Care Services Division,LA,Unknown,6994,2011-12-01,Unauthorized Access/Disclosure,Desktop Computer,2014-01-23,Not provided,2011-12-01,,2011,Open,,0,Medium,2014-01-23
784,Oregon Health & Science University,OR,Unknown,1361,2014-01-31,Unauthorized Access/Disclosure,Other,2014-01-31,Not provided,2011-01-01,2013-07-03,2011,Closed,914.0,0,Medium,2014-01-31
785,"Rocky Mountain Spine Clinic, P.C.",CO,Unknown,532,2013-06-11,"Theft, Unauthorized Access/Disclosure",Network Server,2014-01-23,Not provided,2013-06-11,,2013,Open,,0,Medium,2014-01-23
786,"Vitreo-Retinal Medical Group, Inc. ",CA,Unknown,1837,2013-06-05,Theft,Laptop,2014-01-23,Not provided,2013-06-05,,2013,Open,,0,Medium,2014-01-23
787,Arkansas Department of Human Services,AR,Health Resources of Arkansas,1911,2013-04-14,Theft,Laptop,2014-02-12,Not provided,2013-04-14,,2013,Open,,0,Medium,2014-02-12
788,Baylor All Saints Medical Center at Fort Worth,TX,Unknown,940,2014-02-12,Unauthorized Access/Disclosure,Other Portable Electronic Device,2014-02-12,Not provided,2013-05-07,2013-06-06,2013,Closed,30.0,0,Medium,2014-02-12
789,"Cogent Healthcare, Inc.",TN,M2ComSys Inc.,32151,2014-01-23,Unauthorized Access/Disclosure,Network Server,2014-01-23,Not provided,2013-05-05,2013-06-24,2013,Closed,50.0,0,Medium,2014-01-23
790,Young Family Medicine Inc.,OH,Unknown,2045,2013-06-12,Theft,Laptop,2014-01-23,Not provided,2013-06-12,,2013,Open,,0,Medium,2014-01-23
791,Hancock OB/GYN,IN,Unknown,1396,2014-01-23,Unauthorized Access/Disclosure,Electronic Medical Record,2014-01-23,Not provided,2011-11-09,2013-06-17,2011,Closed,586.0,0,Medium,2014-01-23
792,Colfax,IN,Anthem BCBS of GA,5497,2013-04-11,Other,Other,2014-02-12,Not provided,2013-04-11,,2013,Open,,0,Medium,2014-02-12
793,Missouri Department of Social Services,MO,"InfoCrossing, Inc.",1357,2014-01-23,Unauthorized Access/Disclosure,Paper,2014-01-23,Not provided,2011-10-16,2013-06-07,2011,Closed,600.0,0,Medium,2014-01-23
794,Foundations Recovery Network,TN,Unknown,5690,2013-06-15,Theft,Laptop,2014-01-23,Not provided,2013-06-15,,2013,Open,,0,Medium,2014-01-23
795,California Correctional Health Care Services,CA,Unknown,1033,2013-06-19,Other,Paper,2014-01-23,Not provided,2013-06-19,,2013,Open,,0,Medium,2014-01-23
796,North Texas Comprehensive Spine & Pain Center,TX,Unknown,3200,2013-06-16,"Theft, Loss",Other Portable Electronic Device,2014-02-12,Not provided,2013-06-16,,2013,Open,,0,Medium,2014-02-12
797,Minne-Tohe Health Center/Elbowoods Memorial Health Center,ND,Unknown,10000,2011-10-01,"Improper Disposal, Unauthorized Access/Disclosure","Desktop Computer, Other",2014-01-23,Not provided,2011-10-01,,2011,Open,,0,Medium,2014-01-23
798,Jackson Health System,FL,Unknown,1471,2014-01-23,Other,Paper,2014-01-23,Not provided,2013-01-08,2013-01-10,2013,Closed,2.0,0,Medium,2014-01-23
799,"Advocate Health and Hospitals Corporation, d/b/a Advocate Medical Group",IL,Unknown,4029530,2013-07-15,Theft,Desktop Computer,2014-01-23,Not provided,2013-07-15,,2013,Open,,1,High,2014-01-23
800,"Summit Community Care Clinic, Inc.",CO,Unknown,921,2013-07-22,Hacking/IT Incident,Desktop Computer,2014-01-23,Not provided,2013-07-22,,2013,Open,,0,Medium,2014-01-23
801,UT Physicians,TX,Unknown,596,2014-01-23,"Theft, Loss",Laptop,2014-01-23,Not provided,2013-07-22,2013-08-02,2013,Closed,11.0,0,Medium,2014-01-23
802,Parkview Community Hospital Medical Center,CA,"Cogent Healthcare, Inc.",32000,2014-01-23,Other,Network Server,2014-01-23,Not provided,2013-05-05,2013-06-24,2013,Closed,50.0,0,Medium,2014-01-23
803,Atlanta Center for Reproductive Medicine,GA,Unknown,654,2013-07-12,Other,E-mail,2014-01-23,Not provided,2013-07-12,,2013,Open,,0,Medium,2014-01-23
804,St. Anthony's Physician Organization,MO,Unknown,2600,2013-07-29,Theft,"Laptop, Other Portable Electronic Device",2014-01-23,Not provided,2013-07-29,,2013,Open,,0,Medium,2014-01-23
805,Janna Benkelman LPC LLC,CO,Unknown,1500,2013-08-01,Theft,Laptop,2014-01-23,Not provided,2013-08-01,,2013,Open,,0,Medium,2014-01-23
806,Olson & White Orthodontics,MO,Unknown,10000,2013-07-22,Theft,"Desktop Computer, Network Server",2014-01-23,Not provided,2013-07-22,,2013,Open,,0,Medium,2014-01-23
807,Kaiser Foundation Health Plan of the Northwest,OR,Unknown,647,2013-03-15,Unauthorized Access/Disclosure,Electronic Medical Record,2014-01-23,Not provided,2013-03-15,,2013,Open,,0,Medium,2014-01-23
808,"Hankyu Chung, M.D.",CA,Unknown,2182,2013-06-17,Theft,Laptop,2014-01-23,Not provided,2013-06-17,,2013,Open,,0,Medium,2014-01-23
809,"ICS Collection Service, Inc. on behalf of University of Chicago Physicians Group",IL,"ICS Collection Service, Inc.",1290,2013-07-09,Hacking/IT Incident,Other,2014-01-23,Not provided,2013-07-09,,2013,Open,,0,Medium,2014-01-23
810,ACO of Puerto Rico,PR,PHMHS,5000,2014-06-20,Theft,Network Server,2014-06-20,"Upon request, a subcontractor (PHM Software Solutions) of the covered entity's (CE) business associate (BA), PHM Healthcare Solutions, modified a software application the CE was utilizing  which led to the disclosure of electronic protected health information (ePHI) of 5,000 individuals on the Internet.  The ePHI included names, gender, member identification numbers, dates of birth, and consent forms.  The CE provided breach notification to HHS, the media, and affected individuals and posted substitute notice on its website.  Upon discovery of the breach, the BA removed the software application and placed it offline.  As a result of OCR's investigation, the CE had its BA to conduct a risk analysis and create a risk management plan to address any vulnerabilities identified in the risk analysis.  The breach incident involved a BA and occurred prior to the September 23, 2013, compliance date.  OCR provided technical assistance to assist the CE understand its obligations under the Privacy and Security Rules regarding BA agreements.  ",2013-03-05,2013-07-16,2013,Closed,133.0,0,Medium,2014-06-20
811,"NHC HealthCare, Oak Ridge",TN,Unknown,4268,2013-05-10,Loss,Other,2014-03-13,Not provided,2013-05-10,,2013,Open,,0,Medium,2014-03-13
812,"NHC HealthCare, Mauldin",SC,Unknown,4204,2013-05-15,Improper Disposal,Other,2014-03-13,Not provided,2013-05-15,,2013,Open,,0,Medium,2014-03-13
813,Advocate Health and Hospitals Corporation d/b/a Advocate Medical Group ,IL,Blackhawk Consulting Group,2029,2014-02-12,Hacking/IT Incident,Network Server,2014-02-12,Not provided,2013-06-30,2013-08-15,2013,Closed,46.0,0,Medium,2014-02-12
814,Dreyer Medical Clinic,IL,Blackhawk Consulting Group,998,2014-01-23,Hacking/IT Incident,Network Server,2014-01-23,Not provided,2013-06-30,2013-08-15,2013,Closed,46.0,0,Medium,2014-01-23
815,"South Shore Physicians, PC",NY,Unknown,8000,2014-01-23,Theft,Network Server,2014-01-23,Not provided,2006-01-01,2012-01-12,2006,Closed,2202.0,0,Medium,2014-01-23
816,Dermatology Associates of Tallahassee,FL,Unknown,916,2013-09-04,Unknown,Other,2014-01-23,Not provided,2013-09-04,,2013,Open,,0,Medium,2014-01-23
817,Sierra View District Hospital,CA,Unknown,1009,2014-01-23,Unauthorized Access/Disclosure,Electronic Medical Record,2014-01-23,Not provided,2013-07-01,2013-08-02,2013,Closed,32.0,0,Medium,2014-01-23
818,Missouri Department of Social Services,MO,"InfoCrossing, Inc.",25461,2014-02-12,Unauthorized Access/Disclosure,Paper,2014-02-12,Not provided,2009-12-21,2013-06-07,2009,Closed,1264.0,0,Medium,2014-02-12
819,"Holy Cross Hospital, Inc.",FL,Unknown,9900,2013-08-14,"Theft, Unauthorized Access/Disclosure","Desktop Computer, Network Server",2014-01-23,Not provided,2013-08-14,,2013,Open,,0,Medium,2014-01-23
820,Region Ten Community Services Board,VA,Unknown,10228,2013-07-29,Hacking/IT Incident,E-mail,2014-01-23,Not provided,2013-07-29,,2013,Open,,0,Medium,2014-01-23
821,Comprehensive Podiatry LLC,OH,Unknown,1360,2013-08-03,Theft,Laptop,2014-01-23,Not provided,2013-08-03,,2013,Open,,0,Medium,2014-01-23
822,Santa Clara Valley Medical Center,CA,Unknown,579,2014-01-23,Theft,Laptop,2014-01-23,Not provided,2013-09-14,2013-09-15,2013,Closed,1.0,0,Medium,2014-01-23
823,"Sarah Benjamin, DPM - Littleton Podiatry ",CO,Not Applicable ,3512,2013-08-27,Theft,Laptop,2014-01-23,Not provided,2013-08-27,,2013,Open,,0,Medium,2014-01-23
824,"Carol L. Patrick, Ph.D.",OH,Unknown,517,2014-01-23,Theft,Network Server,2014-01-23,Not provided,2013-08-08,2013-08-09,2013,Closed,1.0,0,Medium,2014-01-23
825,HOPE Family Health,TN,Unknown,6932,2013-08-04,Theft,Laptop,2014-01-23,Not provided,2013-08-04,,2013,Open,,0,Medium,2014-01-23
826,"Paul G. Klein, DPM",NJ,Unknown,2500,2013-10-01,Theft,Laptop,2014-06-20,"

OCR opened an investigation of the covered entity (CE), Paul G. Klein DPM, after it reported an encrypted and password protected laptop was stolen that contained the electronic protected health information (ePHI) of 2,500 individuals.  The ePHI included names, addresses, dates of birth, social security numbers, diagnosis conditions, lab test results, medications, medical notes, and treatment plans.  Upon discovery of the breach, the CE filed a police report to recover the stolen item.  As a result of OCR's investigation, the CE provided confirmation that there was encryption software and multi-layered password protection software installed on the stolen laptop.  OCR determined that the impermissible disclosure of ePHI did not constitute a breach under the Privacy Rule's breach notification rule and provided technical assistance to the CE regarding the requirements of the breach notification rule.



",2013-10-01,,2013,Open,,0,Medium,2014-06-20
827,UnityPoint Health Affiliated Covered Entity (\UnityPoint\),IA,Unknown,1825,2014-01-23,Unauthorized Access/Disclosure,Electronic Medical Record,2014-01-23,Not provided,2013-02-01,2013-08-27,2013,Closed,207.0,0,Medium,2014-01-23
828,TSYS Employee Health Plan,GA,"Paragon Benefits, Inc.",5232,2013-09-05,Theft,E-mail,2014-01-23,Not provided,2013-09-05,,2013,Open,,0,Medium,2014-01-23
829,"University of California, San Francisco",CA,Unknown,3553,2013-09-09,Theft,"Laptop, Paper",2014-01-23,Not provided,2013-09-09,,2013,Open,,0,Medium,2014-01-23
830,"Reconstructive Orthopaedic Associates II, P.C. d/b/a Rothman Institute",PA,Unknown,2350,2014-01-23,"Theft, Unauthorized Access/Disclosure",Paper,2014-01-23,Not provided,2013-03-18,2013-05-13,2013,Closed,56.0,0,Medium,2014-01-23
831,Group Health Cooperative,WA,Unknown,1015,2013-09-16,Other,Paper,2014-01-23,Not provided,2013-09-16,,2013,Open,,0,Medium,2014-01-23
832,Schuylkill Health System,PA,Unknown,2810,2013-08-07,Theft,Laptop,2014-01-23,Not provided,2013-08-07,,2013,Open,,0,Medium,2014-01-23
833,CaroMont Medical Group,NC,Unknown,1310,2013-08-05,Other,E-mail,2014-01-23,Not provided,2013-08-05,,2013,Open,,0,Medium,2014-01-23
834,Mount SInai Medical Center,NY,Unknown,1586,2013-08-06,Improper Disposal,Paper,2014-01-23,Not provided,2013-08-06,,2013,Open,,0,Medium,2014-01-23
835,Memorial Hospital of Lafayette County,WI,Healthcare Management System ,4330,2013-08-03,Unauthorized Access/Disclosure,Paper,2014-01-23,Not provided,2013-08-03,,2013,Open,,0,Medium,2014-01-23
836,Saint Louis University,MO,Unknown,3100,2013-07-25,Unauthorized Access/Disclosure,E-mail,2014-01-23,Not provided,2013-07-25,,2013,Open,,0,Medium,2014-01-23
837,MUSC Physicians & MUHA,SC,BlackHawk,7120,2013-06-30,Hacking/IT Incident,Network Server,2014-02-12,Not provided,2013-06-30,,2013,Open,,0,Medium,2014-02-12
838,Ferris State University - MI College of Optometry,MI,Unknown,3947,2011-12-01,Hacking/IT Incident,Network Server,2014-01-23,Not provided,2011-12-01,,2011,Open,,0,Medium,2014-01-23
839,"Access Counseling, LLC",IN,Unknown,566,2013-08-23,Theft,Laptop,2014-01-23,Not provided,2013-08-23,,2013,Open,,0,Medium,2014-01-23
840,Rose Medical Center,CO,Unknown,606,2014-01-23,Improper Disposal,Paper,2014-01-23,Not provided,2013-06-28,2013-07-16,2013,Closed,18.0,0,Medium,2014-01-23
841,BriovaRx,IL,Unknown,1067,2014-01-23,Unauthorized Access/Disclosure,E-mail,2014-01-23,Not provided,2013-07-03,2013-07-11,2013,Closed,8.0,0,Medium,2014-01-23
842,"North Country Hospital and Health Center, Inc",VT,Unknown,550,2013-09-18,Theft,Laptop,2014-01-23,Not provided,2013-09-18,,2013,Open,,0,Medium,2014-01-23
843,"Hope Community Resources, Inc.",AK,Unknown,1556,2013-08-19,Unauthorized Access/Disclosure,E-mail,2014-01-23,Not provided,2013-08-19,,2013,Open,,0,Medium,2014-01-23
